Country,Year,Series,Value
Qatar,2020,Population density,248.1527
Republic of Korea,2005,Population mid-year estimates (millions),48.7011
Republic of Korea,2005,Population mid-year estimates for males (millions),24.4309
Republic of Korea,2005,Population mid-year estimates for females (millions),24.2701
Republic of Korea,2005,Sex ratio (males per 100 females),100.6626
Republic of Korea,2005,Population aged 0 to 14 years old (percentage),18.8273
Republic of Korea,2005,Population aged 60+ years old (percentage),12.7919
Republic of Korea,2005,Population density,500.8853
Republic of Korea,2010,Population mid-year estimates (millions),49.5456
Republic of Korea,2010,Population mid-year estimates for males (millions),24.8246
Republic of Korea,2010,Population mid-year estimates for females (millions),24.721
Republic of Korea,2010,Sex ratio (males per 100 females),100.4191
Republic of Korea,2010,Population aged 0 to 14 years old (percentage),16.1016
Republic of Korea,2010,Population aged 60+ years old (percentage),15.3337
Republic of Korea,2010,Population density,509.5715
Republic of Korea,2017,Population mid-year estimates (millions),51.0964
Republic of Korea,2017,Population mid-year estimates for males (millions),25.5961
Republic of Korea,2017,Population mid-year estimates for females (millions),25.5003
Republic of Korea,2017,Sex ratio (males per 100 females),100.3756
Republic of Korea,2017,Population aged 0 to 14 years old (percentage),13.2255
Republic of Korea,2017,Population aged 60+ years old (percentage),20.0821
Republic of Korea,2017,Population density,525.5211
Republic of Korea,2017,Surface area (thousand km2),100.2839
Republic of Korea,2020,Population mid-year estimates (millions),51.2692
Republic of Korea,2020,Population mid-year estimates for males (millions),25.6659
Republic of Korea,2020,Population mid-year estimates for females (millions),25.6033
Republic of Korea,2020,Sex ratio (males per 100 females),100.2442
Republic of Korea,2020,Population aged 0 to 14 years old (percentage),12.5428
Republic of Korea,2020,Population aged 60+ years old (percentage),23.1532
Republic of Korea,2020,Population density,527.298
Republic of Moldova,2005,Population mid-year estimates (millions),4.1593
Republic of Moldova,2005,Population mid-year estimates for males (millions),1.992
Republic of Moldova,2005,Population mid-year estimates for females (millions),2.1673
Republic of Moldova,2005,Sex ratio (males per 100 females),91.9111
Republic of Moldova,2005,Population aged 0 to 14 years old (percentage),18.5162
Republic of Moldova,2005,Population aged 60+ years old (percentage),13.5644
Republic of Moldova,2005,Population density,126.6147
Republic of Moldova,2010,Population mid-year estimates (millions),4.0861
Republic of Moldova,2010,Population mid-year estimates for males (millions),1.9645
Republic of Moldova,2010,Population mid-year estimates for females (millions),2.1216
Republic of Moldova,2010,Sex ratio (males per 100 females),92.5942
Republic of Moldova,2010,Population aged 0 to 14 years old (percentage),16.5163
Republic of Moldova,2010,Population aged 60+ years old (percentage),14.0894
Republic of Moldova,2010,Population density,124.386
Republic of Moldova,2017,Population mid-year estimates (millions),4.0597
Republic of Moldova,2017,Population mid-year estimates for males (millions),1.9486
Republic of Moldova,2017,Population mid-year estimates for females (millions),2.111
Republic of Moldova,2017,Sex ratio (males per 100 females),92.3076
Republic of Moldova,2017,Population aged 0 to 14 years old (percentage),15.8161
Republic of Moldova,2017,Population aged 60+ years old (percentage),17.5229
Republic of Moldova,2017,Population density,123.5825
Republic of Moldova,2017,Surface area (thousand km2),33.846
Republic of Moldova,2020,Population mid-year estimates (millions),4.034
Republic of Moldova,2020,Population mid-year estimates for males (millions),1.932
Republic of Moldova,2020,Population mid-year estimates for females (millions),2.102
Republic of Moldova,2020,Sex ratio (males per 100 females),91.9098
Republic of Moldova,2020,Population aged 0 to 14 years old (percentage),15.8883
Republic of Moldova,2020,Population aged 60+ years old (percentage),18.8918
Republic of Moldova,2020,Population density,122.7995
Réunion,2005,Population mid-year estimates (millions),0.7916
Réunion,2005,Population mid-year estimates for males (millions),0.3885
Réunion,2005,Population mid-year estimates for females (millions),0.4031
Réunion,2005,Sex ratio (males per 100 females),96.3566
Réunion,2005,Population aged 0 to 14 years old (percentage),26.8588
Réunion,2005,Population aged 60+ years old (percentage),10.2633
Réunion,2005,Population density,316.6392
Réunion,2010,Population mid-year estimates (millions),0.8305
Réunion,2010,Population mid-year estimates for males (millions),0.4021
Réunion,2010,Population mid-year estimates for females (millions),0.4284
Réunion,2010,Sex ratio (males per 100 females),93.8738
Réunion,2010,Population aged 0 to 14 years old (percentage),25.4171
Réunion,2010,Population aged 60+ years old (percentage),12.1951
Réunion,2010,Population density,332.2076
Réunion,2017,Population mid-year estimates (millions),0.8761
Réunion,2017,Population mid-year estimates for males (millions),0.4243
Réunion,2017,Population mid-year estimates for females (millions),0.4519
Réunion,2017,Sex ratio (males per 100 females),93.8913
Réunion,2017,Population aged 0 to 14 years old (percentage),23.6064
Réunion,2017,Population aged 60+ years old (percentage),16.4103
Réunion,2017,Population density,350.4536
Réunion,2017,Surface area (thousand km2),2.513
Réunion,2020,Population mid-year estimates (millions),0.8953
Réunion,2020,Population mid-year estimates for males (millions),0.4333
Réunion,2020,Population mid-year estimates for females (millions),0.462
Réunion,2020,Sex ratio (males per 100 females),93.7867
Réunion,2020,Population aged 0 to 14 years old (percentage),22.3819
Réunion,2020,Population aged 60+ years old (percentage),18.2721
Réunion,2020,Population density,358.1248
Romania,2005,Population mid-year estimates (millions),21.4173
Romania,2005,Population mid-year estimates for males (millions),10.4386
Romania,2005,Population mid-year estimates for females (millions),10.9787
Romania,2005,Sex ratio (males per 100 females),95.0802
Romania,2005,Population aged 0 to 14 years old (percentage),15.7384
Romania,2005,Population aged 60+ years old (percentage),19.6516
Romania,2005,Population density,93.0499
Romania,2010,Population mid-year estimates (millions),20.4719
Romania,2010,Population mid-year estimates for males (millions),9.94
Romania,2010,Population mid-year estimates for females (millions),10.5318
Romania,2010,Sex ratio (males per 100 females),94.3806
Romania,2010,Population aged 0 to 14 years old (percentage),15.7755
Romania,2010,Population aged 60+ years old (percentage),21.3425
Romania,2010,Population density,88.9424
Romania,2017,Population mid-year estimates (millions),19.654
Romania,2017,Population mid-year estimates for males (millions),9.5666
Romania,2017,Population mid-year estimates for females (millions),10.0874
Romania,2017,Sex ratio (males per 100 females),94.8378
Romania,2017,Population aged 0 to 14 years old (percentage),15.4495
Romania,2017,Population aged 60+ years old (percentage),24.9005
Romania,2017,Population density,85.3889
Romania,2017,Surface area (thousand km2),238.3907
Romania,2020,Population mid-year estimates (millions),19.2377
Romania,2020,Population mid-year estimates for males (millions),9.3539
Romania,2020,Population mid-year estimates for females (millions),9.8838
Romania,2020,Sex ratio (males per 100 females),94.6391
Romania,2020,Population aged 0 to 14 years old (percentage),15.5206
Romania,2020,Population aged 60+ years old (percentage),25.9363
Romania,2020,Population density,83.5804
Russian Federation,2005,Population mid-year estimates (millions),143.6721
Russian Federation,2005,Population mid-year estimates for males (millions),66.8513
Russian Federation,2005,Population mid-year estimates for females (millions),76.8209
Russian Federation,2005,Sex ratio (males per 100 females),87.0223
Russian Federation,2005,Population aged 0 to 14 years old (percentage),15.1738
Russian Federation,2005,Population aged 60+ years old (percentage),17.1844
Russian Federation,2005,Population density,8.7729
Russian Federation,2010,Population mid-year estimates (millions),143.4793
Russian Federation,2010,Population mid-year estimates for males (millions),66.5415
Russian Federation,2010,Population mid-year estimates for females (millions),76.9378
Russian Federation,2010,Sex ratio (males per 100 females),86.4874
Russian Federation,2010,Population aged 0 to 14 years old (percentage),14.9273
Russian Federation,2010,Population aged 60+ years old (percentage),17.9647
Russian Federation,2010,Population density,8.7611
Russian Federation,2017,Population mid-year estimates (millions),145.5301
Russian Federation,2017,Population mid-year estimates for males (millions),67.429
Russian Federation,2017,Population mid-year estimates for females (millions),78.101
Russian Federation,2017,Sex ratio (males per 100 females),86.3357
Russian Federation,2017,Population aged 0 to 14 years old (percentage),17.634
Russian Federation,2017,Population aged 60+ years old (percentage),21.0083
Russian Federation,2017,Population density,8.8863
Russian Federation,2017,Surface area (thousand km2),17098.246
Russian Federation,2020,Population mid-year estimates (millions),145.9345
Russian Federation,2020,Population mid-year estimates for males (millions),67.6403
Russian Federation,2020,Population mid-year estimates for females (millions),78.2942
Russian Federation,2020,Sex ratio (males per 100 females),86.3925
Russian Federation,2020,Population aged 0 to 14 years old (percentage),18.3623
Russian Federation,2020,Population aged 60+ years old (percentage),22.4118
Russian Federation,2020,Population density,8.911
Rwanda,2005,Population mid-year estimates (millions),8.8402
Rwanda,2005,Population mid-year estimates for males (millions),4.3257
Rwanda,2005,Population mid-year estimates for females (millions),4.5145
Rwanda,2005,Sex ratio (males per 100 females),95.8176
Rwanda,2005,Population aged 0 to 14 years old (percentage),42.3586
Rwanda,2005,Population aged 60+ years old (percentage),4.1802
Rwanda,2005,Population density,358.3387
Rwanda,2010,Population mid-year estimates (millions),10.0393
Rwanda,2010,Population mid-year estimates for males (millions),4.9209
Rwanda,2010,Population mid-year estimates for females (millions),5.1185
Rwanda,2010,Sex ratio (males per 100 females),96.1399
Rwanda,2010,Population aged 0 to 14 years old (percentage),41.5394
Rwanda,2010,Population aged 60+ years old (percentage),4.0508
Rwanda,2010,Population density,406.9452
Rwanda,2017,Population mid-year estimates (millions),11.981
Rwanda,2017,Population mid-year estimates for males (millions),5.8861
Rwanda,2017,Population mid-year estimates for females (millions),6.0949
Rwanda,2017,Sex ratio (males per 100 females),96.5736
Rwanda,2017,Population aged 0 to 14 years old (percentage),40.1361
Rwanda,2017,Population aged 60+ years old (percentage),4.7317
Rwanda,2017,Population density,485.649
Rwanda,2017,Surface area (thousand km2),26.338
Rwanda,2020,Population mid-year estimates (millions),12.9522
Rwanda,2020,Population mid-year estimates for males (millions),6.3674
Rwanda,2020,Population mid-year estimates for females (millions),6.5848
Rwanda,2020,Sex ratio (males per 100 females),96.6993
Rwanda,2020,Population aged 0 to 14 years old (percentage),39.4742
Rwanda,2020,Population aged 60+ years old (percentage),5.1208
Rwanda,2020,Population density,525.019
Saint Barthélemy,2005,Population mid-year estimates (millions),0.0086
Saint Barthélemy,2005,Population density,388.7727
Saint Barthélemy,2010,Population mid-year estimates (millions),0.0092
Saint Barthélemy,2010,Population density,419.7273
Saint Barthélemy,2020,Population mid-year estimates (millions),0.0099
Saint Barthélemy,2020,Population density,448.9545
Saint Helena,2005,Population mid-year estimates (millions),0.0043
Saint Helena,2005,Population density,10.9615
Saint Helena,2010,Population mid-year estimates (millions),0.0042
Saint Helena,2010,Population density,10.7103
Saint Helena,2017,Population mid-year estimates (millions),0.004
Saint Helena,2017,Population density,10.3821
Saint Helena,2017,Surface area (thousand km2),0.308
Saint Helena,2020,Population mid-year estimates (millions),0.0041
Saint Helena,2020,Population density,10.5795
Saint Kitts and Nevis,2000,Population mid-year estimates (millions),0.0454
Saint Kitts and Nevis,2000,Sex ratio (males per 100 females),101.949
Saint Kitts and Nevis,2000,Population aged 0 to 14 years old (percentage),27.9772
Saint Kitts and Nevis,2000,Population aged 60+ years old (percentage),9.9128
Saint Kitts and Nevis,2000,Population density,174.5154
Saint Kitts and Nevis,2005,Population mid-year estimates (millions),0.0486
Saint Kitts and Nevis,2005,Sex ratio (males per 100 females),95.7168
Saint Kitts and Nevis,2005,Population density,186.9654
Saint Kitts and Nevis,2010,Population mid-year estimates (millions),0.0514
Saint Kitts and Nevis,2010,Sex ratio (males per 100 females),95.7249
Saint Kitts and Nevis,2010,Population density,197.8654
Saint Kitts and Nevis,2011,Population mid-year estimates (millions),0.052
Saint Kitts and Nevis,2011,Sex ratio (males per 100 females),97.0024
Saint Kitts and Nevis,2011,Population density,200.0231
Saint Kitts and Nevis,2017,Population mid-year estimates (millions),0.0553
Saint Kitts and Nevis,2017,Population density,212.8654
Saint Kitts and Nevis,2017,Surface area (thousand km2),0.261
Saint Kitts and Nevis,2020,Population mid-year estimates (millions),0.0568
Saint Kitts and Nevis,2020,Population density,218.5115
Saint Lucia,2005,Population mid-year estimates (millions),0.1634
Saint Lucia,2005,Population mid-year estimates for males (millions),0.0801
Saint Lucia,2005,Population mid-year estimates for females (millions),0.0833
Saint Lucia,2005,Sex ratio (males per 100 females),96.2364
Saint Lucia,2005,Population aged 0 to 14 years old (percentage),27.7615
Saint Lucia,2005,Population aged 60+ years old (percentage),9.6318
Saint Lucia,2005,Population density,267.8967
Saint Lucia,2010,Population mid-year estimates (millions),0.1741
Saint Lucia,2010,Population mid-year estimates for males (millions),0.0857
Saint Lucia,2010,Population mid-year estimates for females (millions),0.0884
Saint Lucia,2010,Sex ratio (males per 100 females),96.9055
Saint Lucia,2010,Population aged 0 to 14 years old (percentage),23.2157
Saint Lucia,2010,Population aged 60+ years old (percentage),11.8637
Saint Lucia,2010,Population density,285.3852
Saint Lucia,2017,Population mid-year estimates (millions),0.181
Saint Lucia,2017,Population mid-year estimates for males (millions),0.0891
Saint Lucia,2017,Population mid-year estimates for females (millions),0.0918
Saint Lucia,2017,Sex ratio (males per 100 females),97.0372
Saint Lucia,2017,Population aged 0 to 14 years old (percentage),18.9087
Saint Lucia,2017,Population aged 60+ years old (percentage),13.5919
Saint Lucia,2017,Population density,296.6459
Saint Lucia,2017,Surface area (thousand km2),0.539
Saint Lucia,2020,Population mid-year estimates (millions),0.1836
Saint Lucia,2020,Population mid-year estimates for males (millions),0.0904
Saint Lucia,2020,Population mid-year estimates for females (millions),0.0932
Saint Lucia,2020,Sex ratio (males per 100 females),97.012
Saint Lucia,2020,Population aged 0 to 14 years old (percentage),17.9527
Saint Lucia,2020,Population aged 60+ years old (percentage),14.8796
Saint Lucia,2020,Population density,301.0279
Saint Martin (French part),2005,Population mid-year estimates (millions),0.0342
Saint Martin (French part),2005,Population density,646.1887
Saint Martin (French part),2010,Population mid-year estimates (millions),0.0376
Saint Martin (French part),2010,Population density,709.0943
Saint Martin (French part),2020,Population mid-year estimates (millions),0.0387
Saint Martin (French part),2020,Population density,729.5472
Saint Pierre and Miquelon,2005,Population mid-year estimates (millions),0.0063
Saint Pierre and Miquelon,2005,Population density,27.2217
Saint Pierre and Miquelon,2006,Population mid-year estimates (millions),0.0063
Saint Pierre and Miquelon,2006,Sex ratio (males per 100 females),98.1559
Saint Pierre and Miquelon,2006,Population aged 0 to 14 years old (percentage),19.0531
Saint Pierre and Miquelon,2006,Population aged 60+ years old (percentage),17.7796
Saint Pierre and Miquelon,2006,Population density,27.2174
Saint Pierre and Miquelon,2010,Population mid-year estimates (millions),0.0063
Saint Pierre and Miquelon,2010,Population density,27.2783
Saint Pierre and Miquelon,2017,Population mid-year estimates (millions),0.0063
Saint Pierre and Miquelon,2017,Population density,27.4783
Saint Pierre and Miquelon,2017,Surface area (thousand km2),0.242
Saint Pierre and Miquelon,2020,Population mid-year estimates (millions),0.0064
Saint Pierre and Miquelon,2020,Population density,27.8565
Saint Vincent & Grenadines,2005,Population mid-year estimates (millions),0.1086
Saint Vincent & Grenadines,2005,Population mid-year estimates for males (millions),0.0549
Saint Vincent & Grenadines,2005,Population mid-year estimates for females (millions),0.0537
Saint Vincent & Grenadines,2005,Sex ratio (males per 100 females),102.0969
Saint Vincent & Grenadines,2005,Population aged 0 to 14 years old (percentage),28.5543
Saint Vincent & Grenadines,2005,Population aged 60+ years old (percentage),9.3238
Saint Vincent & Grenadines,2005,Population density,278.4974
Saint Vincent & Grenadines,2010,Population mid-year estimates (millions),0.1083
Saint Vincent & Grenadines,2010,Population mid-year estimates for males (millions),0.0551
Saint Vincent & Grenadines,2010,Population mid-year estimates for females (millions),0.0532
Saint Vincent & Grenadines,2010,Sex ratio (males per 100 females),103.657
Saint Vincent & Grenadines,2010,Population aged 0 to 14 years old (percentage),25.8334
Saint Vincent & Grenadines,2010,Population aged 60+ years old (percentage),11.3085
Saint Vincent & Grenadines,2010,Population density,277.5769
Saint Vincent & Grenadines,2017,Population mid-year estimates (millions),0.1098
Saint Vincent & Grenadines,2017,Population mid-year estimates for males (millions),0.0558
Saint Vincent & Grenadines,2017,Population mid-year estimates for females (millions),0.054
Saint Vincent & Grenadines,2017,Sex ratio (males per 100 females),103.438
Saint Vincent & Grenadines,2017,Population aged 0 to 14 years old (percentage),22.9424
Saint Vincent & Grenadines,2017,Population aged 60+ years old (percentage),13.6961
Saint Vincent & Grenadines,2017,Population density,281.6077
Saint Vincent & Grenadines,2017,Surface area (thousand km2),0.389
Saint Vincent & Grenadines,2020,Population mid-year estimates (millions),0.1109
Saint Vincent & Grenadines,2020,Population mid-year estimates for males (millions),0.0562
Saint Vincent & Grenadines,2020,Population mid-year estimates for females (millions),0.0547
Saint Vincent & Grenadines,2020,Sex ratio (males per 100 females),102.7207
Saint Vincent & Grenadines,2020,Population aged 0 to 14 years old (percentage),21.9019
Saint Vincent & Grenadines,2020,Population aged 60+ years old (percentage),14.6773
Saint Vincent & Grenadines,2020,Population density,284.4615
Samoa,2005,Population mid-year estimates (millions),0.1797
Samoa,2005,Population mid-year estimates for males (millions),0.0931
Samoa,2005,Population mid-year estimates for females (millions),0.0866
Samoa,2005,Sex ratio (males per 100 females),107.548
Samoa,2005,Population aged 0 to 14 years old (percentage),39.6051
Samoa,2005,Population aged 60+ years old (percentage),6.8493
Samoa,2005,Population density,63.5078
Samoa,2010,Population mid-year estimates (millions),0.1859
Samoa,2010,Population mid-year estimates for males (millions),0.096
Samoa,2010,Population mid-year estimates for females (millions),0.09
Samoa,2010,Sex ratio (males per 100 females),106.6848
Samoa,2010,Population aged 0 to 14 years old (percentage),38.3089
Samoa,2010,Population aged 60+ years old (percentage),7.0923
Samoa,2010,Population density,65.7064
Samoa,2017,Population mid-year estimates (millions),0.1954
Samoa,2017,Population mid-year estimates for males (millions),0.1011
Samoa,2017,Population mid-year estimates for females (millions),0.0943
Samoa,2017,Sex ratio (males per 100 females),107.1731
Samoa,2017,Population aged 0 to 14 years old (percentage),38.5412
Samoa,2017,Population aged 60+ years old (percentage),7.3677
Samoa,2017,Population density,69.029
Samoa,2017,Surface area (thousand km2),2.8418
Samoa,2020,Population mid-year estimates (millions),0.1984
Samoa,2020,Population mid-year estimates for males (millions),0.1027
Samoa,2020,Population mid-year estimates for females (millions),0.0957
Samoa,2020,Sex ratio (males per 100 females),107.3098
Samoa,2020,Population aged 0 to 14 years old (percentage),37.1985
Samoa,2020,Population aged 60+ years old (percentage),8.0398
Samoa,2020,Population density,70.111
San Marino,2004,Population mid-year estimates (millions),0.0289
San Marino,2004,Sex ratio (males per 100 females),96.1838
San Marino,2004,Population aged 0 to 14 years old (percentage),15.1798
San Marino,2004,Population aged 60+ years old (percentage),21.5212
San Marino,2004,Population density,481.1
San Marino,2005,Population mid-year estimates (millions),0.0292
San Marino,2005,Sex ratio (males per 100 females),96.1412
San Marino,2005,Population density,487.3333
San Marino,2010,Population mid-year estimates (millions),0.0311
San Marino,2010,Sex ratio (males per 100 females),93.5074
San Marino,2010,Population aged 0 to 14 years old (percentage),20.9317
San Marino,2010,Population aged 60+ years old (percentage),21.6103
San Marino,2010,Population density,518.5
San Marino,2015,Population mid-year estimates (millions),0.033
San Marino,2015,Sex ratio (males per 100 females),94.8709
San Marino,2015,Population aged 0 to 14 years old (percentage),14.9653
San Marino,2015,Population aged 60+ years old (percentage),24.0856
San Marino,2015,Population density,549.3333
San Marino,2015,Surface area (thousand km2),0.061
San Marino,2017,Population mid-year estimates (millions),0.0334
San Marino,2017,Population density,556.6667
San Marino,2017,Surface area (thousand km2),0.061
San Marino,2020,Population mid-year estimates (millions),0.0338
San Marino,2020,Population density,563.4833
Sao Tome and Principe,2005,Population mid-year estimates (millions),0.1575
Sao Tome and Principe,2005,Population mid-year estimates for males (millions),0.0779
Sao Tome and Principe,2005,Population mid-year estimates for females (millions),0.0795
Sao Tome and Principe,2005,Sex ratio (males per 100 females),97.9933
Sao Tome and Principe,2005,Population aged 0 to 14 years old (percentage),43.9977
Sao Tome and Principe,2005,Population aged 60+ years old (percentage),4.6986
Sao Tome and Principe,2005,Population density,164.0333
Sao Tome and Principe,2010,Population mid-year estimates (millions),0.1804
Sao Tome and Principe,2010,Population mid-year estimates for males (millions),0.0902
Sao Tome and Principe,2010,Population mid-year estimates for females (millions),0.0902
Sao Tome and Principe,2010,Sex ratio (males per 100 females),99.9357
Sao Tome and Principe,2010,Population aged 0 to 14 years old (percentage),43.4066
Sao Tome and Principe,2010,Population aged 60+ years old (percentage),4.4048
Sao Tome and Principe,2010,Population density,187.8865
Sao Tome and Principe,2017,Population mid-year estimates (millions),0.2071
Sao Tome and Principe,2017,Population mid-year estimates for males (millions),0.1036
Sao Tome and Principe,2017,Population mid-year estimates for females (millions),0.1035
Sao Tome and Principe,2017,Sex ratio (males per 100 females),100.1295
Sao Tome and Principe,2017,Population aged 0 to 14 years old (percentage),42.855
Sao Tome and Principe,2017,Population aged 60+ years old (percentage),4.6593
Sao Tome and Principe,2017,Population density,215.7177
Sao Tome and Principe,2017,Surface area (thousand km2),0.964
Sao Tome and Principe,2020,Population mid-year estimates (millions),0.2192
Sao Tome and Principe,2020,Population mid-year estimates for males (millions),0.1097
Sao Tome and Principe,2020,Population mid-year estimates for females (millions),0.1095
Sao Tome and Principe,2020,Sex ratio (males per 100 females),100.1726
Sao Tome and Principe,2020,Population aged 0 to 14 years old (percentage),41.7578
Sao Tome and Principe,2020,Population aged 60+ years old (percentage),4.9854
Sao Tome and Principe,2020,Population density,228.2906
Saudi Arabia,2005,Population mid-year estimates (millions),23.8162
Saudi Arabia,2005,Population mid-year estimates for males (millions),13.2609
Saudi Arabia,2005,Population mid-year estimates for females (millions),10.5553
Saudi Arabia,2005,Sex ratio (males per 100 females),125.6334
Saudi Arabia,2005,Population aged 0 to 14 years old (percentage),33.8739
Saudi Arabia,2005,Population aged 60+ years old (percentage),4.4469
Saudi Arabia,2005,Population density,11.0789
Saudi Arabia,2010,Population mid-year estimates (millions),27.4215
Saudi Arabia,2010,Population mid-year estimates for males (millions),15.4275
Saudi Arabia,2010,Population mid-year estimates for females (millions),11.994
Saudi Arabia,2010,Sex ratio (males per 100 females),128.627
Saudi Arabia,2010,Population aged 0 to 14 years old (percentage),29.7035
Saudi Arabia,2010,Population aged 60+ years old (percentage),4.4554
Saudi Arabia,2010,Population density,12.756
Saudi Arabia,2017,Population mid-year estimates (millions),33.1012
Saudi Arabia,2017,Population mid-year estimates for males (millions),18.9751
Saudi Arabia,2017,Population mid-year estimates for females (millions),14.1261
Saudi Arabia,2017,Sex ratio (males per 100 females),134.327
Saudi Arabia,2017,Population aged 0 to 14 years old (percentage),25.2591
Saudi Arabia,2017,Population aged 60+ years old (percentage),5.4265
Saudi Arabia,2017,Population density,15.3981
Saudi Arabia,2017,Surface area (thousand km2),2206.714
Saudi Arabia,2020,Population mid-year estimates (millions),34.8139
Saudi Arabia,2020,Population mid-year estimates for males (millions),20.1313
Saudi Arabia,2020,Population mid-year estimates for females (millions),14.6826
Saudi Arabia,2020,Sex ratio (males per 100 females),137.1103
Saudi Arabia,2020,Population aged 0 to 14 years old (percentage),24.6962
Saudi Arabia,2020,Population aged 60+ years old (percentage),5.8508
Saudi Arabia,2020,Population density,16.1948
Senegal,2005,Population mid-year estimates (millions),11.0901
Senegal,2005,Population mid-year estimates for males (millions),5.4175
Senegal,2005,Population mid-year estimates for females (millions),5.6727
Senegal,2005,Sex ratio (males per 100 females),95.5009
Senegal,2005,Population aged 0 to 14 years old (percentage),43.7444
Senegal,2005,Population aged 60+ years old (percentage),4.9494
Senegal,2005,Population density,57.602
Senegal,2010,Population mid-year estimates (millions),12.6781
Senegal,2010,Population mid-year estimates for males (millions),6.1723
Senegal,2010,Population mid-year estimates for females (millions),6.5058
Senegal,2010,Sex ratio (males per 100 females),94.8736
Senegal,2010,Population aged 0 to 14 years old (percentage),43.507
Senegal,2010,Population aged 60+ years old (percentage),4.764
Senegal,2010,Population density,65.8502
Senegal,2017,Population mid-year estimates (millions),15.4194
Senegal,2017,Population mid-year estimates for males (millions),7.5068
Senegal,2017,Population mid-year estimates for females (millions),7.9126
Senegal,2017,Sex ratio (males per 100 females),94.8715
Senegal,2017,Population aged 0 to 14 years old (percentage),43.2363
Senegal,2017,Population aged 60+ years old (percentage),4.7755
Senegal,2017,Population density,80.0881
Senegal,2017,Surface area (thousand km2),196.712
Senegal,2020,Population mid-year estimates (millions),16.7439
Senegal,2020,Population mid-year estimates for males (millions),8.1708
Senegal,2020,Population mid-year estimates for females (millions),8.5731
Senegal,2020,Sex ratio (males per 100 females),95.3067
Senegal,2020,Population aged 0 to 14 years old (percentage),42.5916
Senegal,2020,Population aged 60+ years old (percentage),4.8154
Senegal,2020,Population density,86.9679
Serbia,2005,Population mid-year estimates (millions),9.1938
Serbia,2005,Population mid-year estimates for males (millions),4.5011
Serbia,2005,Population mid-year estimates for females (millions),4.6927
Serbia,2005,Sex ratio (males per 100 females),95.9154
Serbia,2005,Population aged 0 to 14 years old (percentage),18.7143
Serbia,2005,Population aged 60+ years old (percentage),18.8048
Serbia,2005,Population density,105.1203
Serbia,2010,Population mid-year estimates (millions),8.9913
Serbia,2010,Population mid-year estimates for males (millions),4.4065
Serbia,2010,Population mid-year estimates for females (millions),4.5848
Serbia,2010,Sex ratio (males per 100 females),96.1106
Serbia,2010,Population aged 0 to 14 years old (percentage),17.3351
Serbia,2010,Population aged 60+ years old (percentage),21.0905
Serbia,2010,Population density,102.8042
Serbia,2017,Population mid-year estimates (millions),8.8296
Serbia,2017,Population mid-year estimates for males (millions),4.327
Serbia,2017,Population mid-year estimates for females (millions),4.5026
Serbia,2017,Sex ratio (males per 100 females),96.0989
Serbia,2017,Population aged 0 to 14 years old (percentage),15.8259
Serbia,2017,Population aged 60+ years old (percentage),24.8725
Serbia,2017,Population density,100.9562
Serbia,2017,Surface area (thousand km2),88.499
Serbia,2020,Population mid-year estimates (millions),8.7374
Serbia,2020,Population mid-year estimates for males (millions),4.2797
Serbia,2020,Population mid-year estimates for females (millions),4.4577
Serbia,2020,Sex ratio (males per 100 females),96.0054
Serbia,2020,Population aged 0 to 14 years old (percentage),15.3671
Serbia,2020,Population aged 60+ years old (percentage),25.3287
Serbia,2020,Population density,99.9013
Seychelles,2005,Population mid-year estimates (millions),0.0886
Seychelles,2005,Population mid-year estimates for males (millions),0.0443
Seychelles,2005,Population mid-year estimates for females (millions),0.0444
Seychelles,2005,Sex ratio (males per 100 females),99.8782
Seychelles,2005,Population aged 0 to 14 years old (percentage),24.9662
Seychelles,2005,Population aged 60+ years old (percentage),9.1124
Seychelles,2005,Population density,192.713
Seychelles,2010,Population mid-year estimates (millions),0.0913
Seychelles,2010,Population mid-year estimates for males (millions),0.0471
Seychelles,2010,Population mid-year estimates for females (millions),0.0442
Seychelles,2010,Sex ratio (males per 100 females),106.5888
Seychelles,2010,Population aged 0 to 14 years old (percentage),22.8118
Seychelles,2010,Population aged 60+ years old (percentage),9.9218
Seychelles,2010,Population density,198.4
Seychelles,2017,Population mid-year estimates (millions),0.0964
Seychelles,2017,Population mid-year estimates for males (millions),0.0495
Seychelles,2017,Population mid-year estimates for females (millions),0.0469
Seychelles,2017,Sex ratio (males per 100 females),105.6566
Seychelles,2017,Population aged 0 to 14 years old (percentage),23.479
Seychelles,2017,Population aged 60+ years old (percentage),11.5819
Seychelles,2017,Population density,209.6043
Seychelles,2017,Surface area (thousand km2),0.457
Seychelles,2020,Population mid-year estimates (millions),0.0983
Seychelles,2020,Population mid-year estimates for males (millions),0.0504
Seychelles,2020,Population mid-year estimates for females (millions),0.0479
Seychelles,2020,Sex ratio (males per 100 females),105.2984
Seychelles,2020,Population aged 0 to 14 years old (percentage),23.7669
Seychelles,2020,Population aged 60+ years old (percentage),12.9897
Seychelles,2020,Population density,213.7978
Sierra Leone,2005,Population mid-year estimates (millions),5.6456
Sierra Leone,2005,Population mid-year estimates for males (millions),2.805
Sierra Leone,2005,Population mid-year estimates for females (millions),2.8406
Sierra Leone,2005,Sex ratio (males per 100 females),98.748
Sierra Leone,2005,Population aged 0 to 14 years old (percentage),43.7412
Sierra Leone,2005,Population aged 60+ years old (percentage),5.0066
Sierra Leone,2005,Population density,78.2159
